idUser,name,"age_numerical","gender_nominal","occupation_nominal","zipcode_nominal"
472,"ml100k-user_472",24.0,"M","student","87544"
473,"ml100k-user_473",29.0,"M","student","94708"
474,"ml100k-user_474",51.0,"M","executive","93711"
475,"ml100k-user_475",30.0,"M","programmer","75230"
476,"ml100k-user_476",28.0,"M","student","60440"
477,"ml100k-user_477",23.0,"F","student","02125"
478,"ml100k-user_478",29.0,"M","other","10019"
479,"ml100k-user_479",30.0,"M","educator","55409"
480,"ml100k-user_480",57.0,"M","retired","98257"
481,"ml100k-user_481",73.0,"M","retired","37771"
482,"ml100k-user_482",18.0,"F","student","40256"
483,"ml100k-user_483",29.0,"M","scientist","43212"
484,"ml100k-user_484",27.0,"M","student","21208"
485,"ml100k-user_485",44.0,"F","educator","95821"
486,"ml100k-user_486",39.0,"M","educator","93101"
487,"ml100k-user_487",22.0,"M","engineer","92121"
488,"ml100k-user_488",48.0,"M","technician","21012"
489,"ml100k-user_489",55.0,"M","other","45218"
490,"ml100k-user_490",29.0,"F","artist","V5A2B"
491,"ml100k-user_491",43.0,"F","writer","53711"
492,"ml100k-user_492",57.0,"M","educator","94618"
493,"ml100k-user_493",22.0,"M","engineer","60090"
494,"ml100k-user_494",38.0,"F","administrator","49428"
495,"ml100k-user_495",29.0,"M","engineer","03052"
496,"ml100k-user_496",21.0,"F","student","55414"
497,"ml100k-user_497",20.0,"M","student","50112"
498,"ml100k-user_498",26.0,"M","writer","55408"
499,"ml100k-user_499",42.0,"M","programmer","75006"
500,"ml100k-user_500",28.0,"M","administrator","94305"
501,"ml100k-user_501",22.0,"M","student","10025"
502,"ml100k-user_502",22.0,"M","student","23092"
503,"ml100k-user_503",50.0,"F","writer","27514"
504,"ml100k-user_504",40.0,"F","writer","92115"
505,"ml100k-user_505",27.0,"F","other","20657"
506,"ml100k-user_506",46.0,"M","programmer","03869"
507,"ml100k-user_507",18.0,"F","writer","28450"
508,"ml100k-user_508",27.0,"M","marketing","19382"
509,"ml100k-user_509",23.0,"M","administrator","10011"
510,"ml100k-user_510",34.0,"M","other","98038"
511,"ml100k-user_511",22.0,"M","student","21250"
512,"ml100k-user_512",29.0,"M","other","20090"
513,"ml100k-user_513",43.0,"M","administrator","26241"
514,"ml100k-user_514",27.0,"M","programmer","20707"
515,"ml100k-user_515",53.0,"M","marketing","49508"
516,"ml100k-user_516",53.0,"F","librarian","10021"
517,"ml100k-user_517",24.0,"M","student","55454"
518,"ml100k-user_518",49.0,"F","writer","99709"
519,"ml100k-user_519",22.0,"M","other","55320"
520,"ml100k-user_520",62.0,"M","healthcare","12603"
521,"ml100k-user_521",19.0,"M","student","02146"
522,"ml100k-user_522",36.0,"M","engineer","55443"
523,"ml100k-user_523",50.0,"F","administrator","04102"
524,"ml100k-user_524",56.0,"M","educator","02159"
525,"ml100k-user_525",27.0,"F","administrator","19711"
526,"ml100k-user_526",30.0,"M","marketing","97124"
527,"ml100k-user_527",33.0,"M","librarian","12180"
528,"ml100k-user_528",18.0,"M","student","55104"
529,"ml100k-user_529",47.0,"F","administrator","44224"
530,"ml100k-user_530",29.0,"M","engineer","94040"
531,"ml100k-user_531",30.0,"F","salesman","97408"
532,"ml100k-user_532",20.0,"M","student","92705"
533,"ml100k-user_533",43.0,"M","librarian","02324"
534,"ml100k-user_534",20.0,"M","student","05464"
535,"ml100k-user_535",45.0,"F","educator","80302"
536,"ml100k-user_536",38.0,"M","engineer","30078"
537,"ml100k-user_537",36.0,"M","engineer","22902"
538,"ml100k-user_538",31.0,"M","scientist","21010"
539,"ml100k-user_539",53.0,"F","administrator","80303"
540,"ml100k-user_540",28.0,"M","engineer","91201"
541,"ml100k-user_541",19.0,"F","student","84302"
542,"ml100k-user_542",21.0,"M","student","60515"
543,"ml100k-user_543",33.0,"M","scientist","95123"
544,"ml100k-user_544",44.0,"F","other","29464"
545,"ml100k-user_545",27.0,"M","technician","08052"
546,"ml100k-user_546",36.0,"M","executive","22911"
547,"ml100k-user_547",50.0,"M","educator","14534"
548,"ml100k-user_548",51.0,"M","writer","95468"
549,"ml100k-user_549",42.0,"M","scientist","45680"
550,"ml100k-user_550",16.0,"F","student","95453"
551,"ml100k-user_551",25.0,"M","programmer","55414"
552,"ml100k-user_552",45.0,"M","other","68147"
553,"ml100k-user_553",58.0,"M","educator","62901"
554,"ml100k-user_554",32.0,"M","scientist","62901"
555,"ml100k-user_555",29.0,"F","educator","23227"
556,"ml100k-user_556",35.0,"F","educator","30606"
557,"ml100k-user_557",30.0,"F","writer","11217"
558,"ml100k-user_558",56.0,"F","writer","63132"
559,"ml100k-user_559",69.0,"M","executive","10022"
560,"ml100k-user_560",32.0,"M","student","10003"
561,"ml100k-user_561",23.0,"M","engineer","60005"
562,"ml100k-user_562",54.0,"F","administrator","20879"
563,"ml100k-user_563",39.0,"F","librarian","32707"
564,"ml100k-user_564",65.0,"M","retired","94591"
565,"ml100k-user_565",40.0,"M","student","55422"
566,"ml100k-user_566",20.0,"M","student","14627"
567,"ml100k-user_567",24.0,"M","entertainment","10003"
568,"ml100k-user_568",39.0,"M","educator","01915"
569,"ml100k-user_569",34.0,"M","educator","91903"
570,"ml100k-user_570",26.0,"M","educator","14627"
571,"ml100k-user_571",34.0,"M","artist","01945"
572,"ml100k-user_572",51.0,"M","educator","20003"
573,"ml100k-user_573",68.0,"M","retired","48911"
574,"ml100k-user_574",56.0,"M","educator","53188"
575,"ml100k-user_575",33.0,"M","marketing","46032"
576,"ml100k-user_576",48.0,"M","executive","98281"
577,"ml100k-user_577",36.0,"F","student","77845"
578,"ml100k-user_578",31.0,"M","administrator","M7A1A"
579,"ml100k-user_579",32.0,"M","educator","48103"
580,"ml100k-user_580",16.0,"M","student","17961"
581,"ml100k-user_581",37.0,"M","other","94131"
582,"ml100k-user_582",17.0,"M","student","93003"
583,"ml100k-user_583",44.0,"M","engineer","29631"
584,"ml100k-user_584",25.0,"M","student","27511"
585,"ml100k-user_585",69.0,"M","librarian","98501"
586,"ml100k-user_586",20.0,"M","student","79508"
587,"ml100k-user_587",26.0,"M","other","14216"
588,"ml100k-user_588",18.0,"F","student","93063"
589,"ml100k-user_589",21.0,"M","lawyer","90034"
590,"ml100k-user_590",50.0,"M","educator","82435"
591,"ml100k-user_591",57.0,"F","librarian","92093"
592,"ml100k-user_592",18.0,"M","student","97520"
593,"ml100k-user_593",31.0,"F","educator","68767"
594,"ml100k-user_594",46.0,"M","educator","M4J2K"
595,"ml100k-user_595",25.0,"M","programmer","31909"
596,"ml100k-user_596",20.0,"M","artist","77073"
597,"ml100k-user_597",23.0,"M","other","84116"
598,"ml100k-user_598",40.0,"F","marketing","43085"
599,"ml100k-user_599",22.0,"F","student","R3T5K"
600,"ml100k-user_600",34.0,"M","programmer","02320"
601,"ml100k-user_601",19.0,"F","artist","99687"
602,"ml100k-user_602",47.0,"F","other","34656"
603,"ml100k-user_603",21.0,"M","programmer","47905"
604,"ml100k-user_604",39.0,"M","educator","11787"
605,"ml100k-user_605",33.0,"M","engineer","33716"
606,"ml100k-user_606",28.0,"M","programmer","63044"
607,"ml100k-user_607",49.0,"F","healthcare","02154"
608,"ml100k-user_608",22.0,"M","other","10003"
609,"ml100k-user_609",13.0,"F","student","55106"
610,"ml100k-user_610",22.0,"M","student","21227"
611,"ml100k-user_611",46.0,"M","librarian","77008"
612,"ml100k-user_612",36.0,"M","educator","79070"
613,"ml100k-user_613",37.0,"F","marketing","29678"
614,"ml100k-user_614",54.0,"M","educator","80227"
615,"ml100k-user_615",38.0,"M","educator","27705"
616,"ml100k-user_616",55.0,"M","scientist","50613"
617,"ml100k-user_617",27.0,"F","writer","11201"
618,"ml100k-user_618",15.0,"F","student","44212"
619,"ml100k-user_619",17.0,"M","student","44134"
620,"ml100k-user_620",18.0,"F","writer","81648"
621,"ml100k-user_621",17.0,"M","student","60402"
622,"ml100k-user_622",25.0,"M","programmer","14850"
623,"ml100k-user_623",50.0,"F","educator","60187"
624,"ml100k-user_624",19.0,"M","student","30067"
625,"ml100k-user_625",27.0,"M","programmer","20723"
626,"ml100k-user_626",23.0,"M","scientist","19807"
627,"ml100k-user_627",24.0,"M","engineer","08034"
628,"ml100k-user_628",13.0,"M","none","94306"
629,"ml100k-user_629",46.0,"F","other","44224"
630,"ml100k-user_630",26.0,"F","healthcare","55408"
631,"ml100k-user_631",18.0,"F","student","38866"
632,"ml100k-user_632",18.0,"M","student","55454"
633,"ml100k-user_633",35.0,"M","programmer","55414"
634,"ml100k-user_634",39.0,"M","engineer","T8H1N"
635,"ml100k-user_635",22.0,"M","other","23237"
636,"ml100k-user_636",47.0,"M","educator","48043"
637,"ml100k-user_637",30.0,"M","other","74101"
638,"ml100k-user_638",45.0,"M","engineer","01940"
639,"ml100k-user_639",42.0,"F","librarian","12065"
640,"ml100k-user_640",20.0,"M","student","61801"
641,"ml100k-user_641",24.0,"M","student","60626"
642,"ml100k-user_642",18.0,"F","student","95521"
643,"ml100k-user_643",39.0,"M","scientist","55122"
644,"ml100k-user_644",51.0,"M","retired","63645"
645,"ml100k-user_645",27.0,"M","programmer","53211"
646,"ml100k-user_646",17.0,"F","student","51250"
647,"ml100k-user_647",40.0,"M","educator","45810"
648,"ml100k-user_648",43.0,"M","engineer","91351"
649,"ml100k-user_649",20.0,"M","student","39762"
650,"ml100k-user_650",42.0,"M","engineer","83814"
651,"ml100k-user_651",65.0,"M","retired","02903"
652,"ml100k-user_652",35.0,"M","other","22911"
653,"ml100k-user_653",31.0,"M","executive","55105"
654,"ml100k-user_654",27.0,"F","student","78739"
655,"ml100k-user_655",50.0,"F","healthcare","60657"
656,"ml100k-user_656",48.0,"M","educator","10314"
657,"ml100k-user_657",26.0,"F","none","78704"
658,"ml100k-user_658",33.0,"M","programmer","92626"
659,"ml100k-user_659",31.0,"M","educator","54248"
660,"ml100k-user_660",26.0,"M","student","77380"
661,"ml100k-user_661",28.0,"M","programmer","98121"
662,"ml100k-user_662",55.0,"M","librarian","19102"
663,"ml100k-user_663",26.0,"M","other","19341"
664,"ml100k-user_664",30.0,"M","engineer","94115"
665,"ml100k-user_665",25.0,"M","administrator","55412"
666,"ml100k-user_666",44.0,"M","administrator","61820"
667,"ml100k-user_667",35.0,"M","librarian","01970"
668,"ml100k-user_668",29.0,"F","writer","10016"
669,"ml100k-user_669",37.0,"M","other","20009"
670,"ml100k-user_670",30.0,"M","technician","21114"
671,"ml100k-user_671",21.0,"M","programmer","91919"
672,"ml100k-user_672",54.0,"F","administrator","90095"
673,"ml100k-user_673",51.0,"M","educator","22906"
674,"ml100k-user_674",13.0,"F","student","55337"
675,"ml100k-user_675",34.0,"M","other","28814"
676,"ml100k-user_676",30.0,"M","programmer","32712"
677,"ml100k-user_677",20.0,"M","other","99835"
678,"ml100k-user_678",50.0,"M","educator","61462"
679,"ml100k-user_679",20.0,"F","student","54302"
680,"ml100k-user_680",33.0,"M","lawyer","90405"
681,"ml100k-user_681",44.0,"F","marketing","97208"
682,"ml100k-user_682",23.0,"M","programmer","55128"
683,"ml100k-user_683",42.0,"M","librarian","23509"
684,"ml100k-user_684",28.0,"M","student","55414"
685,"ml100k-user_685",32.0,"F","librarian","55409"
686,"ml100k-user_686",32.0,"M","educator","26506"
687,"ml100k-user_687",31.0,"F","healthcare","27713"
688,"ml100k-user_688",37.0,"F","administrator","60476"
689,"ml100k-user_689",25.0,"M","other","45439"
690,"ml100k-user_690",35.0,"M","salesman","63304"
691,"ml100k-user_691",34.0,"M","educator","60089"
692,"ml100k-user_692",34.0,"M","engineer","18053"
693,"ml100k-user_693",43.0,"F","healthcare","85210"
694,"ml100k-user_694",60.0,"M","programmer","06365"
695,"ml100k-user_695",26.0,"M","writer","38115"
696,"ml100k-user_696",55.0,"M","other","94920"
697,"ml100k-user_697",25.0,"M","other","77042"
698,"ml100k-user_698",28.0,"F","programmer","06906"
699,"ml100k-user_699",44.0,"M","other","96754"
700,"ml100k-user_700",17.0,"M","student","76309"
701,"ml100k-user_701",51.0,"F","librarian","56321"
702,"ml100k-user_702",37.0,"M","other","89104"
703,"ml100k-user_703",26.0,"M","educator","49512"
704,"ml100k-user_704",51.0,"F","librarian","91105"
705,"ml100k-user_705",21.0,"F","student","54494"
706,"ml100k-user_706",23.0,"M","student","55454"
707,"ml100k-user_707",56.0,"F","librarian","19146"
708,"ml100k-user_708",26.0,"F","homemaker","96349"
709,"ml100k-user_709",21.0,"M","other","N4T1A"
710,"ml100k-user_710",19.0,"M","student","92020"
711,"ml100k-user_711",22.0,"F","student","15203"
712,"ml100k-user_712",22.0,"F","student","54901"
713,"ml100k-user_713",42.0,"F","other","07204"
714,"ml100k-user_714",26.0,"M","engineer","55343"
715,"ml100k-user_715",21.0,"M","technician","91206"
716,"ml100k-user_716",36.0,"F","administrator","44265"
717,"ml100k-user_717",24.0,"M","technician","84105"
718,"ml100k-user_718",42.0,"M","technician","64118"
719,"ml100k-user_719",37.0,"F","other","V0R2H"
720,"ml100k-user_720",49.0,"F","administrator","16506"
721,"ml100k-user_721",24.0,"F","entertainment","11238"
722,"ml100k-user_722",50.0,"F","homemaker","17331"
723,"ml100k-user_723",26.0,"M","executive","94403"
724,"ml100k-user_724",31.0,"M","executive","40243"
725,"ml100k-user_725",21.0,"M","student","91711"
726,"ml100k-user_726",25.0,"F","administrator","80538"
727,"ml100k-user_727",25.0,"M","student","78741"
728,"ml100k-user_728",58.0,"M","executive","94306"
729,"ml100k-user_729",19.0,"M","student","56567"
730,"ml100k-user_730",31.0,"F","scientist","32114"
731,"ml100k-user_731",41.0,"F","educator","70403"
732,"ml100k-user_732",28.0,"F","other","98405"
733,"ml100k-user_733",44.0,"F","other","60630"
734,"ml100k-user_734",25.0,"F","other","63108"
735,"ml100k-user_735",29.0,"F","healthcare","85719"
736,"ml100k-user_736",48.0,"F","writer","94618"
737,"ml100k-user_737",30.0,"M","programmer","98072"
738,"ml100k-user_738",35.0,"M","technician","95403"
739,"ml100k-user_739",35.0,"M","technician","73162"
740,"ml100k-user_740",25.0,"F","educator","22206"
741,"ml100k-user_741",25.0,"M","writer","63108"
742,"ml100k-user_742",35.0,"M","student","29210"
743,"ml100k-user_743",31.0,"M","programmer","92660"
744,"ml100k-user_744",35.0,"M","marketing","47024"
745,"ml100k-user_745",42.0,"M","writer","55113"
746,"ml100k-user_746",25.0,"M","engineer","19047"
747,"ml100k-user_747",19.0,"M","other","93612"
748,"ml100k-user_748",28.0,"M","administrator","94720"
749,"ml100k-user_749",33.0,"M","other","80919"
750,"ml100k-user_750",28.0,"M","administrator","32303"
751,"ml100k-user_751",24.0,"F","other","90034"
752,"ml100k-user_752",60.0,"M","retired","21201"
753,"ml100k-user_753",56.0,"M","salesman","91206"
754,"ml100k-user_754",59.0,"F","librarian","62901"
755,"ml100k-user_755",44.0,"F","educator","97007"
756,"ml100k-user_756",30.0,"F","none","90247"
757,"ml100k-user_757",26.0,"M","student","55104"
758,"ml100k-user_758",27.0,"M","student","53706"
759,"ml100k-user_759",20.0,"F","student","68503"
760,"ml100k-user_760",35.0,"F","other","14211"
761,"ml100k-user_761",17.0,"M","student","97302"
762,"ml100k-user_762",32.0,"M","administrator","95050"
763,"ml100k-user_763",27.0,"M","scientist","02113"
764,"ml100k-user_764",27.0,"F","educator","62903"
765,"ml100k-user_765",31.0,"M","student","33066"
766,"ml100k-user_766",42.0,"M","other","10960"
767,"ml100k-user_767",70.0,"M","engineer","00000"
768,"ml100k-user_768",29.0,"M","administrator","12866"
769,"ml100k-user_769",39.0,"M","executive","06927"
770,"ml100k-user_770",28.0,"M","student","14216"
771,"ml100k-user_771",26.0,"M","student","15232"
772,"ml100k-user_772",50.0,"M","writer","27105"
773,"ml100k-user_773",20.0,"M","student","55414"
774,"ml100k-user_774",30.0,"M","student","80027"
775,"ml100k-user_775",46.0,"M","executive","90036"
776,"ml100k-user_776",30.0,"M","librarian","51157"
777,"ml100k-user_777",63.0,"M","programmer","01810"
778,"ml100k-user_778",34.0,"M","student","01960"
779,"ml100k-user_779",31.0,"M","student","K7L5J"
780,"ml100k-user_780",49.0,"M","programmer","94560"
781,"ml100k-user_781",20.0,"M","student","48825"
782,"ml100k-user_782",21.0,"F","artist","33205"
783,"ml100k-user_783",30.0,"M","marketing","77081"
784,"ml100k-user_784",47.0,"M","administrator","91040"
785,"ml100k-user_785",32.0,"M","engineer","23322"
786,"ml100k-user_786",36.0,"F","engineer","01754"
787,"ml100k-user_787",18.0,"F","student","98620"
788,"ml100k-user_788",51.0,"M","administrator","05779"
789,"ml100k-user_789",29.0,"M","other","55420"
790,"ml100k-user_790",27.0,"M","technician","80913"
791,"ml100k-user_791",31.0,"M","educator","20064"
792,"ml100k-user_792",40.0,"M","programmer","12205"
793,"ml100k-user_793",22.0,"M","student","85281"
794,"ml100k-user_794",32.0,"M","educator","57197"
795,"ml100k-user_795",30.0,"M","programmer","08610"
796,"ml100k-user_796",32.0,"F","writer","33755"
797,"ml100k-user_797",44.0,"F","other","62522"
798,"ml100k-user_798",40.0,"F","writer","64131"
799,"ml100k-user_799",49.0,"F","administrator","19716"
800,"ml100k-user_800",25.0,"M","programmer","55337"
801,"ml100k-user_801",22.0,"M","writer","92154"
802,"ml100k-user_802",35.0,"M","administrator","34105"
803,"ml100k-user_803",70.0,"M","administrator","78212"
804,"ml100k-user_804",39.0,"M","educator","61820"
805,"ml100k-user_805",27.0,"F","other","20009"
806,"ml100k-user_806",27.0,"M","marketing","11217"
807,"ml100k-user_807",41.0,"F","healthcare","93555"
808,"ml100k-user_808",45.0,"M","salesman","90016"
809,"ml100k-user_809",50.0,"F","marketing","30803"
810,"ml100k-user_810",55.0,"F","other","80526"
811,"ml100k-user_811",40.0,"F","educator","73013"
812,"ml100k-user_812",22.0,"M","technician","76234"
813,"ml100k-user_813",14.0,"F","student","02136"
814,"ml100k-user_814",30.0,"M","other","12345"
815,"ml100k-user_815",32.0,"M","other","28806"
816,"ml100k-user_816",34.0,"M","other","20755"
817,"ml100k-user_817",19.0,"M","student","60152"
818,"ml100k-user_818",28.0,"M","librarian","27514"
819,"ml100k-user_819",59.0,"M","administrator","40205"
820,"ml100k-user_820",22.0,"M","student","37725"
821,"ml100k-user_821",37.0,"M","engineer","77845"
822,"ml100k-user_822",29.0,"F","librarian","53144"
823,"ml100k-user_823",27.0,"M","artist","50322"
824,"ml100k-user_824",31.0,"M","other","15017"
825,"ml100k-user_825",44.0,"M","engineer","05452"
826,"ml100k-user_826",28.0,"M","artist","77048"
827,"ml100k-user_827",23.0,"F","engineer","80228"
828,"ml100k-user_828",28.0,"M","librarian","85282"
829,"ml100k-user_829",48.0,"M","writer","80209"
830,"ml100k-user_830",46.0,"M","programmer","53066"
831,"ml100k-user_831",21.0,"M","other","33765"
832,"ml100k-user_832",24.0,"M","technician","77042"
833,"ml100k-user_833",34.0,"M","writer","90019"
834,"ml100k-user_834",26.0,"M","other","64153"
835,"ml100k-user_835",44.0,"F","executive","11577"
836,"ml100k-user_836",44.0,"M","artist","10018"
837,"ml100k-user_837",36.0,"F","artist","55409"
838,"ml100k-user_838",23.0,"M","student","01375"
839,"ml100k-user_839",38.0,"F","entertainment","90814"
840,"ml100k-user_840",39.0,"M","artist","55406"
841,"ml100k-user_841",45.0,"M","doctor","47401"
842,"ml100k-user_842",40.0,"M","writer","93055"
843,"ml100k-user_843",35.0,"M","librarian","44212"
844,"ml100k-user_844",22.0,"M","engineer","95662"
845,"ml100k-user_845",64.0,"M","doctor","97405"
846,"ml100k-user_846",27.0,"M","lawyer","47130"
847,"ml100k-user_847",29.0,"M","student","55417"
848,"ml100k-user_848",46.0,"M","engineer","02146"
849,"ml100k-user_849",15.0,"F","student","25652"
850,"ml100k-user_850",34.0,"M","technician","78390"
851,"ml100k-user_851",18.0,"M","other","29646"
852,"ml100k-user_852",46.0,"M","administrator","94086"
853,"ml100k-user_853",49.0,"M","writer","40515"
854,"ml100k-user_854",29.0,"F","student","55408"
855,"ml100k-user_855",53.0,"M","librarian","04988"
856,"ml100k-user_856",43.0,"F","marketing","97215"
857,"ml100k-user_857",35.0,"F","administrator","V1G4L"
858,"ml100k-user_858",63.0,"M","educator","09645"
859,"ml100k-user_859",18.0,"F","other","06492"
860,"ml100k-user_860",70.0,"F","retired","48322"
861,"ml100k-user_861",38.0,"F","student","14085"
862,"ml100k-user_862",25.0,"M","executive","13820"
863,"ml100k-user_863",17.0,"M","student","60089"
864,"ml100k-user_864",27.0,"M","programmer","63021"
865,"ml100k-user_865",25.0,"M","artist","11231"
866,"ml100k-user_866",45.0,"M","other","60302"
867,"ml100k-user_867",24.0,"M","scientist","92507"
868,"ml100k-user_868",21.0,"M","programmer","55303"
869,"ml100k-user_869",30.0,"M","student","10025"
870,"ml100k-user_870",22.0,"M","student","65203"
871,"ml100k-user_871",31.0,"M","executive","44648"
872,"ml100k-user_872",19.0,"F","student","74078"
873,"ml100k-user_873",48.0,"F","administrator","33763"
874,"ml100k-user_874",36.0,"M","scientist","37076"
875,"ml100k-user_875",24.0,"F","student","35802"
876,"ml100k-user_876",41.0,"M","other","20902"
877,"ml100k-user_877",30.0,"M","other","77504"
878,"ml100k-user_878",50.0,"F","educator","98027"
879,"ml100k-user_879",33.0,"F","administrator","55337"
880,"ml100k-user_880",13.0,"M","student","83702"
881,"ml100k-user_881",39.0,"M","marketing","43017"
882,"ml100k-user_882",35.0,"M","engineer","40503"
883,"ml100k-user_883",49.0,"M","librarian","50266"
884,"ml100k-user_884",44.0,"M","engineer","55337"
885,"ml100k-user_885",30.0,"F","other","95316"
886,"ml100k-user_886",20.0,"M","student","61820"
887,"ml100k-user_887",14.0,"F","student","27249"
888,"ml100k-user_888",41.0,"M","scientist","17036"
889,"ml100k-user_889",24.0,"M","technician","78704"
890,"ml100k-user_890",32.0,"M","student","97301"
891,"ml100k-user_891",51.0,"F","administrator","03062"
892,"ml100k-user_892",36.0,"M","other","45243"
893,"ml100k-user_893",25.0,"M","student","95823"
894,"ml100k-user_894",47.0,"M","educator","74075"
895,"ml100k-user_895",31.0,"F","librarian","32301"
896,"ml100k-user_896",28.0,"M","writer","91505"
897,"ml100k-user_897",30.0,"M","other","33484"
898,"ml100k-user_898",23.0,"M","homemaker","61755"
899,"ml100k-user_899",32.0,"M","other","55116"
900,"ml100k-user_900",60.0,"M","retired","18505"
901,"ml100k-user_901",38.0,"M","executive","L1V3W"
902,"ml100k-user_902",45.0,"F","artist","97203"
903,"ml100k-user_903",28.0,"M","educator","20850"
904,"ml100k-user_904",17.0,"F","student","61073"
905,"ml100k-user_905",27.0,"M","other","30350"
906,"ml100k-user_906",45.0,"M","librarian","70124"
907,"ml100k-user_907",25.0,"F","other","80526"
908,"ml100k-user_908",44.0,"F","librarian","68504"
909,"ml100k-user_909",50.0,"F","educator","53171"
910,"ml100k-user_910",28.0,"M","healthcare","29301"
911,"ml100k-user_911",37.0,"F","writer","53210"
912,"ml100k-user_912",51.0,"M","other","06512"
913,"ml100k-user_913",27.0,"M","student","76201"
914,"ml100k-user_914",44.0,"F","other","08105"
915,"ml100k-user_915",50.0,"M","entertainment","60614"
916,"ml100k-user_916",27.0,"M","engineer","N2L5N"
917,"ml100k-user_917",22.0,"F","student","20006"
918,"ml100k-user_918",40.0,"M","scientist","70116"
919,"ml100k-user_919",25.0,"M","other","14216"
920,"ml100k-user_920",30.0,"F","artist","90008"
921,"ml100k-user_921",20.0,"F","student","98801"
922,"ml100k-user_922",29.0,"F","administrator","21114"
923,"ml100k-user_923",21.0,"M","student","E2E3R"
924,"ml100k-user_924",29.0,"M","other","11753"
925,"ml100k-user_925",18.0,"F","salesman","49036"
926,"ml100k-user_926",49.0,"M","entertainment","01701"
927,"ml100k-user_927",23.0,"M","programmer","55428"
928,"ml100k-user_928",21.0,"M","student","55408"
929,"ml100k-user_929",44.0,"M","scientist","53711"
930,"ml100k-user_930",28.0,"F","scientist","07310"
931,"ml100k-user_931",60.0,"M","educator","33556"
932,"ml100k-user_932",58.0,"M","educator","06437"
933,"ml100k-user_933",28.0,"M","student","48105"
934,"ml100k-user_934",61.0,"M","engineer","22902"
935,"ml100k-user_935",42.0,"M","doctor","66221"
936,"ml100k-user_936",24.0,"M","other","32789"
937,"ml100k-user_937",48.0,"M","educator","98072"
938,"ml100k-user_938",38.0,"F","technician","55038"
939,"ml100k-user_939",26.0,"F","student","33319"
940,"ml100k-user_940",32.0,"M","administrator","02215"
941,"ml100k-user_941",20.0,"M","student","97229"
942,"ml100k-user_942",48.0,"F","librarian","78209"
943,"ml100k-user_943",22.0,"M","student","77841"
